UNIQUE_IDENTIFICATION_NUMBER_OF_THE_INSTITUTION,"Percent of Bachelor Degrees Awarded in Science, Technology, Engineering, and Math",Percent of Bachelor Degrees Awarded in Arts and Humanities,Percent of Bachelor Degrees Awarded in Education,Percent of Bachelor Degrees Awarded in Social Sciences,Percent of Bachelor Degrees Awarded in Health Sciences,Percent of Bachelor Degrees Awarded in Business,Percent of American Indian or Alaska Native Undergraduates,Percent of Two or More Races Undergraduates,Percent of Asian Undergraduates,Percent of Black or African American Undergraduates,Percent of Latino Undergraduates,Percent of Native Hawaiian or Other Pacific Islander Undergraduates,Percent of White Undergraduates,Percent of Women Undergraduates,Percent of Men Undergraduates,Percent of Nonresident Undergraduates,Percent of Undergraduates Race-Ethnicity Unknown,Percent of Undergraduates Age 25 to 64,"Percent of Full-time, First-time Degree-Seeking Undergraduates","Percent of First-Time, Full-Time International Undergraduates",Total Enrollment,Total Percent of Men Admitted,Total Percent of Women Admitted,Average Cost of Attendance Out-of-State,Average Cost of Attendance In-State,"Percent Full-time, First-time, Pell Grant Recipients Receiving an Award - 6 Years","First-Time, Full-Time Retention Rate","Out-of-State Average Tuition for First-Time, Full-Time Undergraduates","Average In-State Tuition for First-Time, Full-Time Undergraduates","Average Amount of Loans Awarded to First-Time, Full-Time Undergraduates","Average Amount of Federal Grant Aid Awarded to First-Time, Full-Time Undergraduates","Average Amount of Institutional Grant Aid Awarded to First-Time, Full-Time Undergraduates","Average Amount of Federal, State, Local, or Institutional Grant Aid Awarded","Percent of First-Time, Full-Time Undergraduates Awarded Federal, State, Local or Institutional Grant Aid","Percent of First-Time, Full-Time Undergraduates Awarded Pell Grants","Average Net Price After Grants, 2020-21","Average Net Price for Low-Income Students, 2020-21","Average Net Price After Grants- Students Awarded a Grant or Scholarship, 2020-21","Number Awarded a Grant or Scholarship - Low-Income Students In-State, 2020-21","Number Awarded a Grant or Scholarship - Low-Income Students, 2020-21","Average Net Price After Grants - Low-Income Students Awarded Financial Aid, 2020-21",Cohort Default Rate,Median Debt for Dependent Students,Median Debt of Completers,Median Debt for Independent Students
237996,,,,,,,0.0,1.0,1.0,4.0,1.0,0.0,92.0,84.0,16.0,,,64.0,14.0,,558.0,,,23882.5,23882.5,51.0,67.0,13068.0,13068.0,6218.0,6091.0,1333.0,6950.0,92.0,77.0,17177.0,16024.0,17177.0,,55.0,16024.0,0.0,8173.0,8848.0,7701.0
238005,,,,,,,1.0,0.0,0.0,47.0,7.0,0.0,45.0,93.0,7.0,,,30.0,47.0,,83.0,,,,,,86.0,,,4860.0,5597.0,,5597.0,86.0,86.0,15850.0,14024.0,15850.0,,32.0,14024.0,0.203,5501.0,8227.0,7500.0
238616,0.064759,0.003012,0.058735,0.00753,0.296687,0.311747,0.0,3.0,2.0,9.0,7.0,0.0,72.0,62.0,38.0,9.0,13.0,18.0,17.0,,5204.0,62.0,76.0,45985.333333,45985.333333,56.0,80.0,31660.0,31660.0,7434.0,5533.0,19500.0,21746.0,100.0,26.0,25830.0,17540.0,25830.0,,56.0,17540.0,0.024,19349.0,25478.0,18692.0
238722,,,,,,,1.0,0.0,4.0,3.0,6.0,0.0,77.0,45.0,55.0,,,28.0,2.0,0.0,11664.0,,,16485.0,14370.0,49.0,75.0,6345.0,4230.0,5147.0,4023.0,1050.0,4555.0,55.0,29.0,9836.0,8125.0,,24.0,,8125.0,0.072,5500.0,10567.0,6789.0
238810,,,,,,,2.0,2.0,0.0,6.0,2.0,2.0,86.0,94.0,6.0,,,39.0,5.0,,66.0,,,,,,67.0,,,8556.0,5552.0,1000.0,5838.0,64.0,64.0,14829.0,15113.0,14829.0,,5.0,15113.0,0.033,7500.0,,6650.0
238980,0.076923,0.0,0.038462,0.027149,0.00905,0.662896,1.0,2.0,5.0,7.0,8.0,0.0,61.0,57.0,43.0,0.0,8.0,49.0,11.0,0.0,2094.0,77.0,87.0,43044.666667,43044.666667,39.0,73.0,29950.0,29950.0,6740.0,4264.0,18539.0,23257.0,100.0,45.0,21470.0,18810.0,21470.0,,41.0,18810.0,0.056,15155.0,25000.0,21498.0
239071,0.031496,0.062992,0.228346,0.0,0.102362,0.149606,0.0,3.0,2.0,1.0,5.0,0.0,72.0,57.0,43.0,1.0,5.0,10.0,16.0,2.0,1066.0,76.0,83.0,28936.666667,28936.666667,57.0,78.0,16800.0,16800.0,7676.0,4782.0,6060.0,8672.0,95.0,52.0,20542.0,18701.0,20542.0,,15.0,18701.0,0.033,12000.0,15875.0,12500.0
239169,,,,,,,,,,,,,,,,6.0,4.0,,,,1538.0,,,,,,,,,,,,,,,,,,,,,0.0,,,
239220,,,,,,,1.0,1.0,3.0,2.0,4.0,0.0,85.0,53.0,47.0,,,36.0,6.0,,3006.0,,,16059.0,14125.0,32.0,67.0,5799.0,3866.0,3815.0,3750.0,1736.0,4722.0,63.0,39.0,9316.0,8337.0,,45.0,,8337.0,0.104,4000.0,8000.0,5705.0
239248,,,,,,,1.0,4.0,6.0,28.0,19.0,0.0,37.0,58.0,42.0,,,51.0,8.0,0.0,11828.0,,,18893.0,16778.0,20.0,46.0,6345.0,4230.0,5853.0,5122.0,990.0,5866.0,74.0,58.0,8369.0,7788.0,,298.0,,7788.0,0.143,6250.0,13953.0,9500.0
240170,,,,,,,1.0,4.0,3.0,3.0,5.0,0.0,80.0,55.0,45.0,,,37.0,16.0,,3963.0,,,16693.0,14578.0,35.0,48.0,6349.0,4234.0,5107.0,4488.0,1498.0,4868.0,69.0,46.0,10217.0,8226.0,,94.0,,8226.0,0.087,5500.0,11500.0,9500.0
240392,0.096491,0.0,0.0,0.0,0.662281,0.118421,1.0,4.0,3.0,29.0,10.0,0.0,48.0,85.0,15.0,0.0,8.0,77.0,12.0,,2939.0,94.0,94.0,22723.0,22723.0,21.0,45.0,13320.0,13320.0,8521.0,4798.0,2005.0,5434.0,84.0,73.0,25595.0,25669.0,25595.0,,47.0,25669.0,0.084,11180.0,22052.0,11963.0
240505,,,,,,,1.0,2.0,1.0,1.0,9.0,0.0,79.0,59.0,41.0,,,30.0,16.0,2.0,3405.0,,,17403.333333,12363.333333,33.0,62.0,7560.0,2520.0,4498.0,4544.0,4331.0,5494.0,74.0,34.0,8099.0,6500.0,,92.0,,6500.0,0.127,5500.0,10146.0,8000.0
240514,,,,,,,8.0,3.0,1.0,1.0,15.0,0.0,60.0,56.0,44.0,,,31.0,11.0,5.0,1770.0,,,19265.333333,12965.333333,15.0,60.0,9450.0,3150.0,4153.0,9611.0,4514.0,10443.0,96.0,43.0,5803.0,6192.0,,36.0,,6192.0,0.057,5075.0,8152.0,6500.0
240754,0.078471,0.0,0.102616,0.024145,0.092555,0.245473,0.0,0.0,49.0,0.0,1.0,44.0,2.0,58.0,42.0,1.0,2.0,19.0,14.0,1.0,3105.0,,,22030.0,16594.0,33.0,72.0,10608.0,5304.0,2898.0,5531.0,1843.0,5688.0,60.0,49.0,8238.0,7141.0,,92.0,,7141.0,0.101,12000.0,17671.0,13432.0
241182,,,,,,,0.0,0.0,0.0,0.0,100.0,0.0,0.0,78.0,22.0,,,45.0,15.0,0.0,428.0,,,,,,48.0,,,,5988.0,,6080.0,66.0,66.0,2602.0,2715.0,2602.0,,30.0,2715.0,,,,
241216,0.733333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,36.0,64.0,0.0,0.0,8.0,19.0,,1591.0,,,12165.0,12165.0,36.0,75.0,5400.0,5400.0,5628.0,6982.0,,6994.0,85.0,85.0,2855.0,2245.0,2855.0,,197.0,2245.0,0.024,3889.0,5500.0,5500.0
241377,0.089888,0.0,0.067416,0.0,0.325843,0.168539,0.0,0.0,0.0,0.0,100.0,0.0,0.0,56.0,44.0,0.0,0.0,42.0,12.0,,849.0,,,11519.5,11519.5,28.0,67.0,4656.0,4656.0,2722.0,4060.0,336.0,4215.0,100.0,51.0,4846.0,4846.0,4846.0,,65.0,4846.0,0.212,5500.0,10750.0,10000.0
241739,0.022007,0.0,0.066901,0.0,0.419894,0.226232,0.0,0.0,0.0,0.0,100.0,0.0,0.0,70.0,30.0,0.0,0.0,34.0,10.0,0.0,7721.0,,,16320.0,16320.0,34.0,69.0,4920.0,4920.0,4191.0,6213.0,3317.0,6338.0,92.0,91.0,6647.0,6484.0,6647.0,,591.0,6484.0,0.054,7500.0,14261.0,14608.0
241793,,,,,,,,,,,,,,,,0.0,0.0,,,,395.0,,,,,,,,,,,,,,,,,,,,,0.03,,,
242060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243106,0.308901,0.0,0.068063,0.0,0.0,0.52356,0.0,0.0,0.0,1.0,98.0,0.0,0.0,57.0,43.0,,,4.0,25.0,0.0,2199.0,90.0,89.0,16444.0,16444.0,44.0,76.0,4640.0,4640.0,2705.0,7934.0,1778.0,8573.0,98.0,84.0,3232.0,2102.0,,321.0,,2102.0,0.043,5500.0,5500.0,6000.0
243188,0.0,0.0,0.205882,0.0,0.0,0.352941,0.0,0.0,0.0,4.0,82.0,0.0,0.0,53.0,47.0,,,9.0,27.0,0.0,457.0,61.0,65.0,17070.5,17070.5,19.0,68.0,4640.0,4640.0,1750.0,8175.0,525.0,8653.0,98.0,93.0,12455.0,11902.0,,121.0,,11902.0,0.071,,4500.0,
243744,0.179931,0.0,0.0,0.1391,0.0,0.0,1.0,10.0,25.0,7.0,18.0,0.0,28.0,51.0,49.0,35.0,3.0,2.0,28.0,14.0,17680.0,4.0,4.0,78898.0,78898.0,91.0,98.0,55473.0,55473.0,8868.0,6560.0,54057.0,56211.0,61.0,20.0,14402.0,-1975.0,14402.0,,103.0,-1975.0,0.005,11390.0,12000.0,7000.0
244233,0.0,0.0,0.0,0.0,0.5,0.5,0.0,4.0,0.0,67.0,19.0,0.0,11.0,79.0,21.0,,,82.0,2.0,,85.0,83.0,100.0,28024.5,28024.5,38.0,33.0,13680.0,13680.0,6719.0,6371.0,3000.0,8392.0,100.0,93.0,18592.0,18564.0,18592.0,,12.0,18564.0,0.105,13501.0,27249.0,20770.0
246406,,,,,,,0.0,0.0,0.0,24.0,10.0,0.0,67.0,86.0,14.0,,,67.0,29.0,,21.0,,,,,,100.0,,,3300.0,3216.0,,3216.0,100.0,100.0,20255.0,19776.0,20255.0,,8.0,19776.0,0.338,,,
247409,,,,,,,0.0,3.0,0.0,43.0,7.0,0.0,34.0,96.0,4.0,,,54.0,48.0,,67.0,,,,,,51.0,,,11563.0,5305.0,296.0,5473.0,63.0,56.0,18398.0,18828.0,18398.0,,37.0,18828.0,0.199,5500.0,9500.0,9500.0
247603,,,,,,,0.0,4.0,2.0,6.0,14.0,0.0,70.0,48.0,52.0,,,20.0,21.0,2.0,2162.0,,,18832.0,17152.0,44.0,59.0,6720.0,5040.0,4423.0,3993.0,1059.0,3367.0,66.0,36.0,10447.0,9426.0,,58.0,,9426.0,0.061,5500.0,11000.0,8423.0
248527,,,,,,,0.0,0.0,0.0,46.0,1.0,0.0,53.0,100.0,0.0,,,49.0,1.0,,70.0,,,,,,67.0,,,,,,,,,,,,,,,,,,
248624,,,,,,,0.0,1.0,0.0,12.0,0.0,1.0,86.0,82.0,18.0,,,54.0,20.0,0.0,102.0,,,,,,90.0,,,10954.0,5971.0,,5971.0,79.0,79.0,15007.0,15685.0,,31.0,,15685.0,0.137,9750.0,,14330.0
248633,,,,,,,2.0,0.0,0.0,4.0,4.0,0.0,91.0,100.0,0.0,,,67.0,16.0,,57.0,,58.0,,,,91.0,,,5374.0,4055.0,,4055.0,63.0,63.0,28297.0,28930.0,,6.0,,28930.0,0.0,8756.0,14760.0,14760.0
248703,,,,,,,1.0,7.0,4.0,27.0,29.0,1.0,30.0,98.0,2.0,,,44.0,37.0,,187.0,,,,,,79.0,,,6866.0,4125.0,2760.0,4723.0,82.0,82.0,20089.0,19571.0,20089.0,,58.0,19571.0,0.14,5908.0,7917.0,7917.0
249238,,,,,,,1.0,2.0,1.0,39.0,29.0,0.0,28.0,94.0,6.0,,,51.0,5.0,0.0,364.0,,,,,,89.0,,,7624.0,5705.0,2000.0,5711.0,62.0,61.0,18510.0,18591.0,18510.0,,50.0,18591.0,0.104,9500.0,12600.0,9500.0
250285,,,,,,,0.0,9.0,3.0,36.0,17.0,0.0,31.0,9.0,91.0,,,53.0,13.0,,317.0,,,28852.0,28852.0,,70.0,16520.0,16520.0,6949.0,7985.0,,8133.0,81.0,78.0,21524.0,21045.0,21524.0,,22.0,21045.0,0.028,19500.0,32500.0,26281.0
260336,,,,,,,7.0,0.0,0.0,0.0,7.0,0.0,86.0,100.0,0.0,,,50.0,14.0,,14.0,,,,,,100.0,,,5571.0,4718.0,,5022.0,100.0,100.0,12861.0,12861.0,,3.0,,12861.0,0.095,,,
261436,,,,,,,1.0,5.0,2.0,16.0,3.0,1.0,69.0,94.0,6.0,,,29.0,15.0,,889.0,,,,,,84.0,,,8027.0,4496.0,3585.0,4617.0,52.0,51.0,24391.0,24800.0,24391.0,,58.0,24800.0,0.105,7779.0,7759.0,6333.0
262129,0.0,0.563291,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,18.0,0.0,64.0,67.0,33.0,15.0,7.0,5.0,25.0,1.0,659.0,72.0,75.0,43119.333333,20091.333333,62.0,79.0,27159.0,5227.0,5569.0,3151.0,5226.0,11855.0,99.0,35.0,9727.0,6344.0,,23.0,,6344.0,0.038,,15297.0,
364016,,,,,,,2.0,5.0,4.0,4.0,26.0,0.0,56.0,56.0,44.0,,,29.0,9.0,0.0,5965.0,,,24042.0,18258.0,25.0,65.0,7824.0,2040.0,3585.0,4332.0,1668.0,4426.0,67.0,33.0,11198.0,8639.0,,86.0,,8639.0,0.105,3500.0,6500.0,4500.0
365125,,,,,,,1.0,4.0,2.0,5.0,52.0,1.0,32.0,97.0,3.0,,,38.0,18.0,,157.0,,,,,,,,,5474.0,3977.0,,3851.0,40.0,37.0,15957.0,13904.0,15957.0,,4.0,13904.0,0.048,3666.0,6333.0,6333.0
365240,,,,,,,0.0,0.0,0.0,0.0,4.0,0.0,96.0,20.0,80.0,,,48.0,24.0,,25.0,,,,,,,,,7278.0,4787.0,,4787.0,38.0,38.0,7429.0,8212.0,,4.0,,8212.0,0.153,,,
365693,,,,,,,0.0,2.0,2.0,4.0,16.0,0.0,76.0,97.0,3.0,,,18.0,16.0,,154.0,,,,,,82.0,,,4928.0,3790.0,250.0,4494.0,44.0,41.0,11299.0,14314.0,11299.0,,10.0,14314.0,0.013,6333.0,6333.0,6333.0
365833,,,,,,,0.0,2.0,2.0,35.0,24.0,0.0,24.0,95.0,5.0,,,37.0,53.0,,127.0,,,,,,59.0,,,12985.0,5441.0,201.0,5488.0,66.0,61.0,16182.0,16211.0,16182.0,,55.0,16211.0,0.188,5500.0,9500.0,9500.0
367334,,,,,,,1.0,1.0,3.0,20.0,4.0,0.0,60.0,9.0,91.0,,,85.0,75.0,,157.0,,,,,,,,,4807.0,3489.0,,4502.0,74.0,61.0,15993.0,16209.0,15993.0,,82.0,16209.0,0.098,3685.0,6365.0,6365.0
368771,,,,,,,0.0,3.0,2.0,8.0,11.0,2.0,47.0,77.0,23.0,,,96.0,8.0,,265.0,,,,,,,,,9210.0,5786.0,,5786.0,67.0,63.0,40884.0,41979.0,40884.0,,14.0,41979.0,0.051,,9500.0,
368911,,,,,,,0.0,2.0,0.0,23.0,11.0,0.0,63.0,69.0,31.0,,,25.0,2.0,0.0,1673.0,,,17020.0,14620.0,46.0,57.0,4800.0,2400.0,,6205.0,,8030.0,89.0,86.0,6406.0,6230.0,,15.0,,6230.0,0.134,4302.0,,5352.0
369668,,,,,,,0.0,1.0,0.0,2.0,1.0,0.0,97.0,60.0,40.0,,,33.0,54.0,,168.0,80.0,76.0,,,82.0,87.0,,,8097.0,5660.0,1000.0,7124.0,70.0,50.0,6966.0,9856.0,,16.0,,9856.0,0.107,5500.0,7600.0,9500.0
369950,,,,,,,0.0,1.0,1.0,35.0,5.0,1.0,54.0,16.0,84.0,,,92.0,11.0,,165.0,,,,,,,,,5695.0,3887.0,,4016.0,76.0,56.0,3692.0,2856.0,3692.0,,22.0,2856.0,0.16,,5481.0,
372462,,,,,,,0.0,8.0,0.0,21.0,17.0,0.0,52.0,82.0,18.0,,,65.0,7.0,,122.0,100.0,100.0,,,,67.0,,,6114.0,5431.0,,5431.0,40.0,40.0,20693.0,19699.0,20693.0,,4.0,19699.0,0.094,4125.0,6333.0,6333.0
373526,,,,,,,0.0,4.0,0.0,78.0,2.0,0.0,15.0,19.0,81.0,,,67.0,64.0,,272.0,,,,,,,,,7943.0,4797.0,,4797.0,70.0,53.0,13270.0,13840.0,13270.0,,189.0,13840.0,0.129,3666.0,6333.0,6333.0
373784,,,,,,,1.0,2.0,0.0,57.0,2.0,0.0,8.0,49.0,51.0,,,64.0,26.0,,528.0,,,,,,58.0,,,6404.0,4294.0,265.0,4375.0,80.0,76.0,17340.0,17291.0,17340.0,,140.0,17291.0,0.205,6334.0,8428.0,6333.0
375726,,,,,,,25.0,4.0,1.0,7.0,5.0,1.0,54.0,48.0,52.0,,,37.0,18.0,0.0,538.0,,,,,,64.0,,,,5999.0,1662.0,5319.0,97.0,50.0,5584.0,1757.0,,6.0,,1757.0,,,,
377272,,,,,,,0.0,0.0,0.0,22.0,61.0,0.0,17.0,83.0,17.0,,,22.0,78.0,,18.0,,,,,,78.0,,,2925.0,5215.0,145.0,5249.0,89.0,89.0,18802.0,18523.0,18802.0,,24.0,18523.0,0.516,2757.0,,3175.0
377652,,,,,,,0.0,2.0,0.0,10.0,0.0,0.0,49.0,94.0,6.0,,,50.0,10.0,,90.0,,,,,,73.0,,,7672.0,5818.0,1558.0,7971.0,95.0,91.0,23739.0,23176.0,23739.0,,33.0,23176.0,0.136,5500.0,9500.0,9237.0
379782,,,,,,,0.0,0.0,2.0,29.0,30.0,1.0,38.0,90.0,10.0,,,78.0,2.0,,263.0,,,,,55.0,67.0,,,4860.0,5031.0,,5031.0,80.0,80.0,12736.0,12334.0,12736.0,,17.0,12334.0,0.076,,9500.0,
380359,0.0,0.0,1.0,0.0,0.0,0.0,62.0,0.0,0.0,1.0,3.0,0.0,33.0,79.0,21.0,,,65.0,6.0,,502.0,,,11332.0,11332.0,30.0,50.0,2660.0,2660.0,,4279.0,2226.0,5668.0,96.0,67.0,6642.0,5713.0,,10.0,,5713.0,,,,
381370,,,,,,,0.0,3.0,1.0,44.0,2.0,0.0,45.0,96.0,4.0,,,54.0,48.0,,323.0,,,,,,76.0,,,6301.0,4953.0,,4953.0,69.0,69.0,18118.0,18294.0,18118.0,,90.0,18294.0,0.14,3667.0,6333.0,6333.0
384412,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,22.0,25.0,5.0,0.0,20.0,47.0,53.0,28.0,6.0,88.0,42.0,,384.0,,,19140.0,19140.0,26.0,100.0,5760.0,5760.0,3464.0,3444.0,875.0,3706.0,83.0,58.0,17867.0,17769.0,17867.0,,7.0,17769.0,0.117,,9038.0,
392354,,,,,,,0.0,0.0,0.0,0.0,11.0,0.0,89.0,56.0,44.0,,,56.0,0.0,,9.0,,,23800.0,23800.0,,0.0,8000.0,8000.0,,,,,0.0,0.0,,,,,,,0.0,,,
397942,,,,,,,1.0,1.0,1.0,3.0,27.0,0.0,2.0,68.0,32.0,,,45.0,18.0,,1077.0,,,,,,68.0,,,8920.0,5904.0,528.0,5935.0,98.0,97.0,30466.0,30480.0,30466.0,,263.0,30480.0,0.115,5500.0,9500.0,9500.0
403487,,,,,,,0.0,2.0,1.0,5.0,2.0,0.0,89.0,62.0,38.0,,,24.0,19.0,4.0,865.0,,,21838.0,19812.0,50.0,72.0,10928.0,8902.0,4174.0,5399.0,2860.0,4825.0,99.0,36.0,6140.0,4893.0,,33.0,,4893.0,,,,
406413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.071,,,
406486,,,,,,,0.0,2.0,2.0,2.0,19.0,0.0,75.0,60.0,40.0,,,67.0,15.0,,48.0,,,,,,,,,4829.0,2275.0,,2275.0,22.0,22.0,26619.0,25924.0,26619.0,,5.0,25924.0,0.076,4766.0,,8233.0
407142,,,,,,,0.0,1.0,1.0,3.0,1.0,0.0,88.0,99.0,1.0,,,15.0,12.0,,89.0,,,,,,100.0,,,5613.0,4787.0,,4943.0,76.0,49.0,12050.0,11368.0,12050.0,,10.0,11368.0,0.022,7000.0,7411.0,7234.0
407179,,,,,,,0.0,1.0,0.0,6.0,5.0,0.0,5.0,100.0,0.0,,,43.0,32.0,0.0,79.0,,,,,,76.0,,,7713.0,4330.0,,4330.0,52.0,52.0,18173.0,17453.0,18173.0,,24.0,17453.0,0.114,7667.0,11667.0,9500.0
407461,,,,,,,0.0,3.0,2.0,14.0,3.0,0.0,77.0,33.0,67.0,,,62.0,40.0,0.0,86.0,,,,,,70.0,,,5384.0,5077.0,,5476.0,58.0,56.0,11431.0,12111.0,,4.0,,12111.0,0.133,4551.0,5994.0,6341.0
407610,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,94.0,48.0,52.0,,,56.0,4.0,,48.0,,,11702.0,11702.0,,,4752.0,4752.0,,,,,,,,,,,,,,,,
407735,,,,,,,4.0,4.0,2.0,9.0,15.0,0.0,49.0,96.0,4.0,,,26.0,45.0,0.0,47.0,,,,,,65.0,,,6969.0,4757.0,858.0,4655.0,71.0,66.0,14091.0,13447.0,14091.0,,16.0,13447.0,0.133,7628.0,12054.0,7917.0
409254,,,,,,,,,,,,,,,,3.0,2.0,,,,399.0,,,,,,,,,,,,,,,,,,,,,0.014,,,
409379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409616,,,,,,,,,,,,,,,,2.0,3.0,,,,525.0,,,,,,,,,,,,,,,,,,,,,0.037,20396.0,26989.0,10756.0
412535,,,,,,,0.0,3.0,5.0,51.0,5.0,0.0,33.0,92.0,8.0,,,85.0,26.0,,39.0,,,,,,100.0,,,,6345.0,,6345.0,50.0,50.0,26513.0,26513.0,,1.0,,26513.0,0.157,,,
412599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,92.0,2.0,0.0,4.0,68.0,32.0,,,60.0,34.0,0.0,379.0,,,26431.0,26431.0,56.0,,17468.0,17468.0,7665.0,4733.0,805.0,5098.0,94.0,88.0,21850.0,21871.0,21850.0,,137.0,21871.0,0.144,9500.0,13910.0,9500.0
413176,,,,,,,0.0,0.0,0.0,9.0,0.0,0.0,91.0,47.0,53.0,,,66.0,25.0,,32.0,,,,,,86.0,,,,4971.0,,5596.0,80.0,80.0,3466.0,,,0.0,,,,,,
414124,,,,,,,1.0,1.0,2.0,11.0,24.0,0.0,57.0,25.0,75.0,,,49.0,27.0,,314.0,,,,,,83.0,,,6806.0,4794.0,607.0,5331.0,52.0,49.0,20186.0,21201.0,20186.0,,23.0,21201.0,0.14,5500.0,9476.0,9500.0
414461,,,,,,,0.0,0.0,0.0,0.0,99.0,0.0,0.0,5.0,95.0,,,23.0,39.0,,2122.0,,,20298.0,20298.0,60.0,71.0,9648.0,9648.0,3659.0,6553.0,,6637.0,92.0,91.0,9839.0,9689.0,9839.0,,515.0,9689.0,0.007,3008.0,3500.0,3500.0
415039,,,,,,,0.0,13.0,0.0,4.0,8.0,0.0,73.0,98.0,2.0,,,29.0,31.0,0.0,48.0,,,,,,68.0,,,7119.0,4264.0,1000.0,4184.0,54.0,49.0,16626.0,16316.0,16626.0,,11.0,16316.0,0.126,7477.0,13583.0,7512.0
415987,,,,,,,3.0,0.0,1.0,41.0,25.0,0.0,1.0,94.0,6.0,,,51.0,79.0,,95.0,,,,,,70.0,,,7742.0,5350.0,,5350.0,91.0,91.0,27034.0,26776.0,27034.0,,278.0,26776.0,0.137,5500.0,9500.0,9500.0
418010,,,,,,,0.0,0.0,1.0,15.0,5.0,0.0,79.0,95.0,5.0,,,74.0,23.0,,82.0,100.0,100.0,,,,100.0,,,7000.0,7304.0,,7304.0,100.0,83.0,18442.0,18442.0,,4.0,,18442.0,0.029,,,
418029,,,,,,,0.0,0.0,0.0,3.0,5.0,0.0,92.0,95.0,5.0,,,51.0,23.0,,39.0,,100.0,,,,79.0,,,9798.0,5467.0,67.0,5446.0,79.0,71.0,18680.0,17540.0,,9.0,,17540.0,0.1,,,
418083,,,,,,,0.0,0.0,2.0,58.0,19.0,0.0,17.0,85.0,15.0,,,58.0,19.0,0.0,48.0,,,,,,50.0,,,8014.0,5296.0,,8097.0,89.0,67.0,28043.0,33572.0,,6.0,,33572.0,0.1,,8500.0,
418302,,,,,,,4.0,9.0,1.0,2.0,24.0,0.0,59.0,48.0,52.0,,,12.0,8.0,,498.0,,,,,,47.0,,,,4887.0,1349.0,3724.0,89.0,55.0,12056.0,8243.0,,1.0,,8243.0,,,,
418515,,,,,,,0.0,4.0,0.0,21.0,0.0,0.0,75.0,94.0,6.0,,,74.0,50.0,,68.0,,,,,,67.0,,,6604.0,4612.0,,5292.0,73.0,65.0,17340.0,16800.0,,41.0,,16800.0,0.05,8639.0,16679.0,16283.0
418560,,,,,,,0.0,4.0,9.0,23.0,1.0,1.0,62.0,83.0,17.0,,,62.0,4.0,,109.0,,,,,,67.0,,,6832.0,4522.0,,4522.0,53.0,33.0,,15694.0,,0.0,,15694.0,0.044,5381.0,9892.0,9500.0
419183,,,,,,,0.0,38.0,0.0,0.0,62.0,0.0,0.0,95.0,5.0,,,61.0,61.0,,79.0,,,20835.0,20835.0,,76.0,9820.0,9820.0,3500.0,5900.0,,6408.0,84.0,84.0,14884.0,14792.0,14884.0,,30.0,14792.0,0.116,5502.0,5500.0,5227.0
419244,,,,,,,1.0,7.0,1.0,48.0,4.0,0.0,38.0,20.0,80.0,,,33.0,8.0,,183.0,,,,,39.0,54.0,,,6263.0,3945.0,,3945.0,67.0,56.0,18153.0,17542.0,18153.0,,21.0,17542.0,0.136,6334.0,14798.0,9500.0
419420,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,58.0,42.0,,,41.0,67.0,,33.0,,,,,,100.0,,,,6201.0,,6201.0,50.0,50.0,,,,,,,,,,
420042,0.333333,0.0,0.0,0.0,0.025641,0.487179,0.0,5.0,13.0,5.0,9.0,11.0,2.0,40.0,60.0,0.0,43.0,96.0,0.0,,62.0,,,,,24.0,,9552.0,9552.0,,,,,0.0,0.0,,,,,,,0.087,13995.0,32421.0,17421.0
420130,,,,,,,0.0,2.0,1.0,73.0,13.0,0.0,10.0,95.0,5.0,,,73.0,5.0,,307.0,,,,,,58.0,,,6095.0,3592.0,,3592.0,60.0,60.0,29715.0,29487.0,29715.0,,81.0,29487.0,0.11,10255.0,17200.0,17199.0
420325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,,0.0,26.0,,77.0,37.0,,19183.333333,19183.333333,100.0,68.0,8000.0,8000.0,,6304.0,,9605.0,100.0,84.0,5542.0,3637.0,5542.0,,11.0,3637.0,,,,
420343,,,,,,,0.0,2.0,3.0,12.0,39.0,0.0,41.0,4.0,96.0,,,20.0,22.0,0.0,1000.0,,,,,,82.0,,,8905.0,3779.0,1645.0,4376.0,94.0,63.0,30570.0,28260.0,30570.0,,89.0,28260.0,0.113,9500.0,11730.0,11992.0
420398,,,,,,,0.0,4.0,4.0,6.0,65.0,0.0,19.0,60.0,40.0,,,23.0,6.0,0.0,16604.0,,,24244.0,16714.0,37.0,66.0,13980.0,6450.0,4300.0,5645.0,2278.0,3946.0,77.0,39.0,6290.0,3018.0,,272.0,,3018.0,0.093,4993.0,8523.0,9500.0
