UNIQUE_IDENTIFICATION_NUMBER_OF_THE_INSTITUTION,"Percent of Bachelor Degrees Awarded in Science, Technology, Engineering, and Math",Percent of Bachelor Degrees Awarded in Arts and Humanities,Percent of Bachelor Degrees Awarded in Education,Percent of Bachelor Degrees Awarded in Social Sciences,Percent of Bachelor Degrees Awarded in Health Sciences,Percent of Bachelor Degrees Awarded in Business,Percent of American Indian or Alaska Native Undergraduates,Percent of Two or More Races Undergraduates,Percent of Asian Undergraduates,Percent of Black or African American Undergraduates,Percent of Latino Undergraduates,Percent of Native Hawaiian or Other Pacific Islander Undergraduates,Percent of White Undergraduates,Percent of Women Undergraduates,Percent of Men Undergraduates,Percent of Nonresident Undergraduates,Percent of Undergraduates Race-Ethnicity Unknown,Percent of Undergraduates Age 25 to 64,"Percent of Full-time, First-time Degree-Seeking Undergraduates","Percent of First-Time, Full-Time International Undergraduates",Total Enrollment,Total Percent of Men Admitted,Total Percent of Women Admitted,Average Cost of Attendance Out-of-State,Average Cost of Attendance In-State,"Percent Full-time, First-time, Pell Grant Recipients Receiving an Award - 6 Years","First-Time, Full-Time Retention Rate","Out-of-State Average Tuition for First-Time, Full-Time Undergraduates","Average In-State Tuition for First-Time, Full-Time Undergraduates","Average Amount of Loans Awarded to First-Time, Full-Time Undergraduates","Average Amount of Federal Grant Aid Awarded to First-Time, Full-Time Undergraduates","Average Amount of Institutional Grant Aid Awarded to First-Time, Full-Time Undergraduates","Average Amount of Federal, State, Local, or Institutional Grant Aid Awarded","Percent of First-Time, Full-Time Undergraduates Awarded Federal, State, Local or Institutional Grant Aid","Percent of First-Time, Full-Time Undergraduates Awarded Pell Grants","Average Net Price After Grants, 2020-21","Average Net Price for Low-Income Students, 2020-21","Average Net Price After Grants- Students Awarded a Grant or Scholarship, 2020-21","Number Awarded a Grant or Scholarship - Low-Income Students In-State, 2020-21","Number Awarded a Grant or Scholarship - Low-Income Students, 2020-21","Average Net Price After Grants - Low-Income Students Awarded Financial Aid, 2020-21",Cohort Default Rate,Median Debt for Dependent Students,Median Debt of Completers,Median Debt for Independent Students
420440,,,,,,,0.0,2.0,2.0,2.0,2.0,0.0,86.0,66.0,34.0,,,31.0,10.0,0.0,1381.0,,,16804.0,13924.0,33.0,52.0,5760.0,2880.0,3222.0,4494.0,1215.0,4241.0,75.0,41.0,11071.0,10089.0,,24.0,,10089.0,0.135,5500.0,8450.0,6500.0
420556,,,,,,,1.0,2.0,2.0,0.0,30.0,0.0,49.0,66.0,34.0,,,33.0,12.0,,644.0,,,21898.0,17182.0,24.0,53.0,8748.0,4032.0,6542.0,5146.0,2272.0,6262.0,68.0,56.0,8165.0,6828.0,,17.0,,6828.0,0.081,5184.0,16834.0,10500.0
421841,,,,,,,1.0,7.0,1.0,17.0,22.0,0.0,39.0,61.0,39.0,,,6.0,41.0,,246.0,86.0,92.0,51757.0,51757.0,60.0,66.0,35350.0,35350.0,7849.0,4784.0,12553.0,15496.0,100.0,58.0,35347.0,33699.0,35347.0,,20.0,33699.0,0.138,12000.0,12000.0,20000.0
423643,,,,,,,,,,,,,,,,3.0,2.0,,,,3890.0,,,,,,,,,,,,,,,,,,,,,0.0,,,
423652,,,,,,,3.0,5.0,1.0,0.0,19.0,1.0,56.0,69.0,31.0,,,42.0,14.0,,427.0,,,19692.0,15768.0,19.0,44.0,8280.0,4356.0,6475.0,2366.0,3636.0,4609.0,81.0,40.0,11197.0,9299.0,,10.0,,9299.0,0.125,5500.0,13405.0,9834.0
428259,0.0,0.0,0.0,0.0,0.311111,0.422222,1.0,1.0,4.0,11.0,8.0,1.0,58.0,79.0,21.0,0.0,5.0,88.0,0.0,,172.0,,,,,,,11976.0,11976.0,,,,,,,,,,,,,0.063,7963.0,21813.0,17918.0
430582,,,,,,,0.0,0.0,0.0,0.0,100.0,0.0,0.0,53.0,47.0,,,76.0,60.0,,417.0,,,,,,,,,3312.0,2301.0,200.0,2831.0,86.0,85.0,9065.0,9309.0,9065.0,,269.0,9309.0,0.075,3500.0,9080.0,9080.0
431275,,,,,,,0.0,2.0,2.0,8.0,0.0,0.0,89.0,95.0,5.0,,,70.0,6.0,,64.0,,,,,,,,,,,,,,,,,,,,,0.041,,9500.0,
431284,,,,,,,0.0,1.0,12.0,41.0,37.0,0.0,9.0,97.0,3.0,,,51.0,35.0,0.0,100.0,,,,,,100.0,,,,4015.0,,4015.0,51.0,51.0,13945.0,13945.0,13945.0,,4.0,13945.0,,,,
434159,,,,,,,1.0,2.0,1.0,43.0,6.0,0.0,11.0,24.0,76.0,,,61.0,29.0,0.0,516.0,,,,,64.0,59.0,,,7971.0,3640.0,879.0,4081.0,87.0,57.0,26304.0,25691.0,26304.0,,67.0,25691.0,0.066,6583.0,10846.0,10758.0
434539,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,18.0,58.0,0.0,20.0,67.0,33.0,,,76.0,0.0,,55.0,,,28024.5,28024.5,33.0,,13680.0,13680.0,,,,,,,,,,,,,0.105,13501.0,27249.0,20770.0
434821,,,,,,,1.0,0.0,1.0,85.0,4.0,0.0,8.0,97.0,3.0,,,64.0,24.0,,822.0,,,,,54.0,27.0,,,3949.0,4751.0,,4748.0,87.0,87.0,21719.0,21822.0,21719.0,,349.0,21822.0,0.119,7605.0,9855.0,9500.0
434900,0.0,0.0,0.0,0.0,0.809524,0.190476,0.0,0.0,0.0,0.0,100.0,0.0,0.0,77.0,23.0,,,69.0,14.0,,335.0,,,11761.0,11761.0,64.0,64.0,7080.0,7080.0,5231.0,6578.0,300.0,6960.0,100.0,100.0,3080.0,4108.0,3080.0,,18.0,4108.0,0.195,4500.0,5167.0,4800.0
436030,,,,,,,0.0,0.0,0.0,99.0,1.0,0.0,0.0,57.0,43.0,,,27.0,25.0,,231.0,,,,,,50.0,,,3625.0,2345.0,,2396.0,92.0,92.0,21157.0,20083.0,21157.0,,109.0,20083.0,0.011,4812.0,8559.0,4750.0
436304,,,,,,,0.0,4.0,0.0,32.0,5.0,1.0,46.0,50.0,50.0,,,22.0,13.0,,2401.0,,,15436.5,15436.5,19.0,52.0,3335.0,3335.0,4638.0,6966.0,611.0,5020.0,80.0,40.0,8605.0,5168.0,,58.0,,5168.0,0.042,5500.0,11500.0,9219.0
436650,,,,,,,0.0,6.0,1.0,64.0,1.0,0.0,28.0,90.0,10.0,,,54.0,18.0,,174.0,,,,,,,,,5344.0,5874.0,,5938.0,97.0,94.0,13276.0,13969.0,13276.0,,51.0,13969.0,0.103,5500.0,5829.0,5843.0
437316,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,12.0,1.0,19.0,0.0,60.0,85.0,15.0,0.0,0.0,38.0,0.0,,359.0,,,,,,,45340.0,45340.0,,,,,,,,,,,,,0.021,23250.0,25957.0,23255.0
437325,0.022727,0.0,0.0,0.034091,0.761364,0.181818,1.0,6.0,3.0,2.0,9.0,0.0,70.0,79.0,21.0,0.0,0.0,85.0,0.0,,142.0,,,,,,,13365.0,13365.0,,,,,,,,,,,,,0.021,23250.0,25957.0,23255.0
437608,,,,,,,0.0,0.0,0.0,0.0,100.0,0.0,0.0,30.0,70.0,,,38.0,29.0,,145.0,,,,,,68.0,,,,4897.0,,4897.0,87.0,87.0,20778.0,20778.0,20778.0,,93.0,20778.0,,,,
437732,,,,,,,0.0,1.0,9.0,55.0,5.0,0.0,18.0,91.0,9.0,,,82.0,17.0,,103.0,7.0,16.0,,,70.0,0.0,,,4886.0,2498.0,851.0,2466.0,91.0,62.0,28393.0,28518.0,28393.0,,24.0,28518.0,0.034,,,
438984,,,,,,,0.0,0.0,0.0,0.0,100.0,0.0,0.0,66.0,34.0,,,34.0,37.0,,35.0,,,,,,74.0,,,,6848.0,600.0,8122.0,40.0,40.0,5484.0,5108.0,5484.0,,10.0,5108.0,,,,
439367,,,,,,,0.0,0.0,21.0,9.0,36.0,2.0,19.0,72.0,28.0,,,76.0,3.0,,1132.0,,,,,72.0,,,,7322.0,4475.0,,4475.0,49.0,49.0,15123.0,16565.0,15123.0,,8.0,16565.0,0.046,11876.0,18250.0,19929.0
439394,,,,,,,,,,,,,,,,0.0,0.0,,,,71.0,,,,,,,,,,,,,,,,,,,,,0.054,,,
439473,,,,,,,0.0,0.0,0.0,97.0,0.0,0.0,1.0,57.0,43.0,,,69.0,24.0,,213.0,,,,,,57.0,,,4000.0,2443.0,813.0,2571.0,100.0,100.0,11841.0,12332.0,11841.0,,32.0,12332.0,0.397,3854.0,6333.0,4045.0
439774,,,,,,,0.0,0.0,0.0,0.0,100.0,0.0,0.0,66.0,34.0,,,77.0,68.0,,53.0,,,,,,97.0,,,2766.0,2750.0,,2750.0,80.0,80.0,12919.0,11502.0,12919.0,,17.0,11502.0,0.073,,5518.0,
439914,,,,,,,,,,,,,,,,0.0,0.0,,,,30.0,,,,,,,,,,,,,,,,,,,,,0.0,,,
440059,,,,,,,0.0,13.0,4.0,46.0,9.0,0.0,23.0,8.0,92.0,,,55.0,17.0,,716.0,,,28752.0,28752.0,49.0,69.0,16520.0,16520.0,7522.0,7839.0,,7839.0,73.0,72.0,23407.0,22817.0,23407.0,,60.0,22817.0,0.114,19500.0,31288.0,28919.0
441496,,,,,,,0.0,6.0,1.0,21.0,10.0,0.0,57.0,13.0,87.0,,,57.0,15.0,,163.0,,,28852.0,28852.0,,45.0,16520.0,16520.0,8382.0,8173.0,,8173.0,69.0,69.0,25760.0,25334.0,25760.0,,12.0,25334.0,0.161,15683.0,30500.0,9950.0
441502,,,,,,,1.0,1.0,1.0,53.0,3.0,0.0,38.0,91.0,9.0,,,66.0,32.0,,345.0,,,,,,21.0,,,3766.0,4748.0,,4748.0,87.0,87.0,22956.0,23159.0,22956.0,,117.0,23159.0,0.119,7605.0,9855.0,9500.0
441593,,,,,,,9.0,0.0,0.0,45.0,0.0,0.0,45.0,100.0,0.0,,,73.0,18.0,,11.0,,,,,,67.0,,,5938.0,5090.0,,5090.0,86.0,86.0,14393.0,14847.0,,6.0,,14847.0,0.144,,12568.0,
441663,,,,,,,2.0,4.0,2.0,2.0,19.0,1.0,52.0,92.0,8.0,,,63.0,24.0,,293.0,,,,,,82.0,,,8400.0,5996.0,5016.0,6121.0,87.0,75.0,32963.0,34205.0,32963.0,,57.0,34205.0,0.085,5500.0,9500.0,9500.0
441937,0.069491,0.059495,0.036649,0.121371,0.150405,0.146121,0.0,4.0,6.0,2.0,56.0,0.0,24.0,66.0,34.0,8.0,5.0,26.0,8.0,0.0,6966.0,92.0,94.0,35805.0,23925.0,53.0,82.0,17622.0,5742.0,4862.0,5204.0,5423.0,9261.0,78.0,53.0,14493.0,10462.0,,149.0,,10462.0,0.028,12000.0,15312.0,15743.0
441982,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,19.0,3.0,11.0,0.0,40.0,52.0,48.0,,,0.0,24.0,,382.0,12.0,40.0,72491.666667,72491.666667,100.0,100.0,55612.0,55612.0,7908.0,5585.0,37271.0,38069.0,100.0,14.0,36494.0,-772.0,36494.0,,5.0,-772.0,0.0,,15846.0,
442161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.087,13995.0,32421.0,17421.0
442295,,,,,,,,,,,,,,,,1.0,5.0,,,,299.0,,,,,,,,,,,,,,,,,,,,,0.023,,,
442426,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,43.0,0.0,0.0,52.0,91.0,9.0,0.0,13.0,76.0,5.0,,440.0,100.0,100.0,,,73.0,,,,7386.0,6163.0,1500.0,7729.0,95.0,92.0,23129.0,24195.0,23129.0,,14.0,24195.0,0.067,6898.0,12987.0,9500.0
442781,,,,,,,96.0,0.0,0.0,0.0,0.0,0.0,3.0,79.0,21.0,,,71.0,4.0,,766.0,,,11389.333333,11389.333333,8.0,48.0,822.0,822.0,,2910.0,1725.0,2517.0,48.0,24.0,5765.0,3957.0,,19.0,,3957.0,,,,
442985,,,,,,,0.0,0.0,1.0,23.0,66.0,2.0,6.0,89.0,11.0,,,56.0,99.0,,250.0,,,,,,79.0,,,8639.0,5875.0,,5915.0,74.0,74.0,20981.0,21131.0,20981.0,,74.0,21131.0,0.08,5500.0,9500.0,9500.0
443207,,,,,,,0.0,2.0,9.0,3.0,71.0,1.0,6.0,6.0,94.0,,,56.0,14.0,,129.0,,,,,,73.0,,,7766.0,6004.0,500.0,6887.0,98.0,91.0,20419.0,20164.0,20419.0,,64.0,20164.0,0.095,5500.0,8418.0,8418.0
443225,,,,,,,0.0,1.0,22.0,32.0,22.0,0.0,22.0,21.0,79.0,,,72.0,18.0,,72.0,,,,,,81.0,,,8083.0,4857.0,500.0,4912.0,39.0,22.0,15246.0,14485.0,15246.0,,3.0,14485.0,0.066,7666.0,12950.0,12942.0
443261,,,,,,,0.0,6.0,2.0,46.0,4.0,0.0,39.0,95.0,5.0,,,59.0,29.0,,210.0,100.0,100.0,35784.0,35784.0,83.0,87.0,19520.0,19520.0,13748.0,6239.0,2749.0,7868.0,90.0,77.0,29120.0,28499.0,29120.0,,19.0,28499.0,0.148,6481.0,9500.0,9500.0
443492,,,,,,,0.0,4.0,1.0,1.0,1.0,0.0,93.0,59.0,41.0,,,19.0,16.0,0.0,1596.0,,,21373.333333,14403.333333,13.0,54.0,10670.0,3912.0,5009.0,4656.0,992.0,6551.0,88.0,50.0,5956.0,8106.0,,85.0,,8106.0,0.171,7681.0,12418.0,9587.0
444316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.148,7083.0,10174.0,8501.0
444370,,,,,,,0.0,0.0,0.0,4.0,96.0,0.0,0.0,0.0,100.0,,,48.0,29.0,,48.0,,,,,,,,,3775.0,3338.0,,3338.0,85.0,85.0,22728.0,21523.0,22728.0,,17.0,21523.0,0.09,3789.0,3789.0,6544.0
444671,,,,,,,0.0,0.0,0.0,0.0,100.0,0.0,0.0,49.0,51.0,,,26.0,46.0,,87.0,,,10436.0,10436.0,,78.0,7380.0,7380.0,,4681.0,,4766.0,100.0,100.0,4702.0,4757.0,4702.0,,74.0,4757.0,,,,
444857,,,,,,,3.0,6.0,2.0,3.0,28.0,4.0,55.0,98.0,2.0,,,51.0,11.0,,141.0,,,,,,63.0,,,7455.0,5083.0,1000.0,5142.0,71.0,71.0,18705.0,19962.0,18705.0,,12.0,19962.0,0.061,4048.0,7547.0,6333.0
444866,,,,,,,0.0,1.0,1.0,75.0,2.0,0.0,20.0,90.0,10.0,,,55.0,32.0,,185.0,100.0,100.0,35784.0,35784.0,94.0,76.0,19520.0,19520.0,12823.0,4864.0,1080.0,5369.0,99.0,83.0,31121.0,30910.0,31121.0,,56.0,30910.0,0.105,7811.0,9500.0,9500.0
444936,,,,,,,1.0,1.0,75.0,8.0,9.0,0.0,4.0,65.0,35.0,,,67.0,33.0,,135.0,,,,,,93.0,,,5621.0,4287.0,3169.0,6591.0,98.0,77.0,11879.0,11392.0,11879.0,,80.0,11392.0,0.129,7967.0,6333.0,5574.0
445133,0.135593,0.0,0.0,0.0,0.135593,0.576271,0.0,2.0,3.0,50.0,0.0,0.0,7.0,64.0,36.0,0.0,37.0,78.0,7.0,12.0,195.0,,,21993.5,21993.5,9.0,50.0,14250.0,14250.0,6641.0,6260.0,1407.0,6458.0,100.0,91.0,16412.0,15869.0,16412.0,,8.0,15869.0,0.158,8937.0,32501.0,9500.0
445230,,,,,,,0.0,9.0,12.0,11.0,35.0,2.0,29.0,73.0,27.0,,,54.0,19.0,,786.0,,,,,58.0,58.0,,,7353.0,4507.0,2185.0,4640.0,76.0,75.0,20146.0,20292.0,20146.0,,106.0,20292.0,0.072,5500.0,9500.0,9500.0
445461,,,,,,,0.0,4.0,4.0,40.0,43.0,0.0,8.0,63.0,37.0,,,46.0,26.0,,746.0,,,24279.0,24279.0,58.0,60.0,14975.0,14975.0,7189.0,5069.0,2442.0,5356.0,94.0,90.0,21250.0,21150.0,21250.0,,117.0,21150.0,0.175,6055.0,8898.0,8898.0
445957,,,,,,,0.0,6.0,1.0,49.0,15.0,2.0,18.0,81.0,19.0,,,85.0,0.0,,319.0,,,,,,,,,,,,,,,,,,,,,0.182,4582.0,7916.0,7916.0
446048,0.16474,0.011561,0.026012,0.080925,0.141618,0.245665,1.0,0.0,3.0,4.0,15.0,0.0,69.0,55.0,45.0,0.0,14.0,2.0,30.0,,1302.0,61.0,67.0,39419.0,39419.0,45.0,76.0,23521.0,23521.0,7528.0,3260.0,17326.0,21230.0,100.0,32.0,18643.0,16054.0,18643.0,,31.0,16054.0,0.042,,21500.0,
446127,,,,,,,0.0,3.0,2.0,36.0,10.0,1.0,33.0,98.0,2.0,,,72.0,23.0,,200.0,,,27633.0,27633.0,86.0,53.0,12780.0,12780.0,7148.0,4336.0,,4201.0,97.0,86.0,24357.0,24060.0,24357.0,,30.0,24060.0,0.119,10444.0,17645.0,15000.0
446206,,,,,,,0.0,4.0,0.0,4.0,4.0,0.0,88.0,76.0,24.0,,,45.0,16.0,,25.0,,,,,,100.0,,,7409.0,6722.0,,6722.0,58.0,58.0,10358.0,11758.0,,9.0,,11758.0,0.125,,,
446552,,,,,,,1.0,1.0,1.0,25.0,31.0,0.0,41.0,49.0,51.0,,,50.0,34.0,,1568.0,,,,,48.0,54.0,,,9116.0,5354.0,,5411.0,83.0,83.0,19397.0,19155.0,19397.0,,522.0,19155.0,0.224,6583.0,11250.0,10922.0
446598,,,,,,,7.0,0.0,0.0,7.0,7.0,0.0,71.0,100.0,0.0,,,93.0,14.0,,14.0,,,20716.0,20716.0,100.0,100.0,11422.0,11422.0,9848.0,3742.0,,3742.0,33.0,33.0,20273.0,22144.0,20273.0,,1.0,22144.0,0.062,,15625.0,
447689,0.135762,0.0,0.071192,0.016556,0.04553,0.313742,0.0,4.0,11.0,31.0,25.0,0.0,25.0,59.0,41.0,,,19.0,16.0,0.0,10949.0,92.0,94.0,29070.666667,20284.666667,19.0,59.0,12000.0,3214.0,5609.0,5893.0,4560.0,6699.0,80.0,62.0,10939.0,10088.0,,621.0,,10088.0,0.128,7500.0,20467.0,12693.0
447801,,,,,,,,,,,,,,,,0.0,0.0,,,,99.0,,,,,,,,,,,,,,,,,,,,,0.062,,,
447917,,,,,,,0.0,8.0,0.0,40.0,2.0,0.0,50.0,80.0,20.0,,,66.0,52.0,,50.0,,,,,,,,,4837.0,4105.0,,4105.0,69.0,69.0,7908.0,8319.0,7908.0,,18.0,8319.0,0.014,,,
447971,,,,,,,0.0,3.0,0.0,45.0,14.0,0.0,38.0,100.0,0.0,,,48.0,41.0,,29.0,,,,,,98.0,,,7763.0,4507.0,1000.0,4551.0,75.0,75.0,15014.0,13624.0,15014.0,,20.0,13624.0,0.12,9367.0,9833.0,9500.0
448123,,,,,,,0.0,0.0,0.0,11.0,87.0,0.0,2.0,92.0,8.0,,,62.0,95.0,,208.0,,,,,,66.0,,,4261.0,4850.0,120.0,4916.0,99.0,99.0,7324.0,7762.0,7324.0,,78.0,7762.0,,,,
448196,,,,,,,0.0,2.0,4.0,67.0,16.0,0.0,12.0,91.0,9.0,,,67.0,18.0,,102.0,,,,,,87.0,,,9429.0,5274.0,,5274.0,48.0,48.0,29094.0,28210.0,29094.0,,2.0,28210.0,0.034,6606.0,8973.0,8178.0
448275,,,,,,,0.0,4.0,0.0,0.0,0.0,0.0,96.0,96.0,4.0,,,63.0,29.0,,24.0,,,,,,,,,8097.0,3984.0,,4698.0,100.0,100.0,19057.0,19057.0,19057.0,,7.0,19057.0,0.25,,8181.0,
448707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,
449083,,,,,,,0.0,0.0,0.0,6.0,93.0,0.0,2.0,1.0,99.0,,,93.0,80.0,,123.0,,,21612.0,21612.0,85.0,93.0,11952.0,11952.0,7000.0,6293.0,500.0,6972.0,100.0,100.0,11894.0,12219.0,11894.0,,76.0,12219.0,0.1,5500.0,8700.0,8800.0
449092,,,,,,,0.0,0.0,1.0,8.0,88.0,0.0,3.0,1.0,99.0,,,81.0,70.0,,133.0,,,21037.0,21037.0,89.0,91.0,11952.0,11952.0,7000.0,6225.0,500.0,6904.0,100.0,100.0,10962.0,11205.0,10962.0,,76.0,11205.0,0.1,5500.0,8700.0,8800.0
449320,,,,,,,0.0,4.0,9.0,30.0,42.0,0.0,7.0,3.0,97.0,,,17.0,26.0,0.0,673.0,,,,,,80.0,,,7916.0,4223.0,1795.0,5178.0,96.0,75.0,31847.0,30690.0,31847.0,,129.0,30690.0,0.113,9500.0,11730.0,11992.0
449339,0.091221,0.014704,0.0,0.02384,0.05339,0.307637,1.0,5.0,3.0,15.0,17.0,1.0,49.0,36.0,64.0,1.0,9.0,77.0,0.0,,48298.0,,,13640.0,13640.0,35.0,91.0,6840.0,6840.0,8334.0,5577.0,1644.0,5082.0,78.0,55.0,11916.0,10661.0,11916.0,,24.0,10661.0,0.094,7287.0,22000.0,10444.0
449454,,,,,,,0.0,2.0,2.0,0.0,27.0,0.0,68.0,84.0,16.0,,,58.0,0.0,,44.0,,,,,,,,,,,,,,,,,,,,,0.125,,7917.0,
449524,,,,,,,1.0,3.0,0.0,58.0,8.0,1.0,23.0,92.0,8.0,,,81.0,4.0,,298.0,,,29538.0,29538.0,61.0,42.0,11515.0,11515.0,11025.0,5968.0,,6624.0,92.0,92.0,26077.0,25783.0,26077.0,,10.0,25783.0,0.047,12500.0,26770.0,25448.0
449719,,,,,,,0.0,11.0,2.0,31.0,0.0,0.0,42.0,87.0,13.0,,,47.0,49.0,,45.0,,,,,,64.0,,,8089.0,4569.0,2125.0,4668.0,74.0,63.0,22264.0,21815.0,22264.0,,5.0,21815.0,0.144,5500.0,9500.0,11553.0
449728,,,,,,,0.0,16.0,1.0,15.0,4.0,1.0,30.0,98.0,2.0,,,60.0,3.0,,160.0,,,25131.0,25131.0,,71.0,12420.0,12420.0,5262.0,3923.0,,3923.0,47.0,47.0,21012.0,20915.0,21012.0,,5.0,20915.0,0.021,12758.0,17683.0,21461.0
449889,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,30.0,11.0,0.0,48.0,74.0,26.0,3.0,2.0,89.0,0.0,,8766.0,,,,,,,5160.0,5160.0,,,,,,,,,,,,,,,,
449931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053,14714.0,25000.0,22394.0
450058,,,,,,,1.0,5.0,5.0,46.0,3.0,0.0,37.0,82.0,18.0,,,67.0,7.0,,904.0,,,26597.0,26597.0,41.0,28.0,14847.0,14847.0,7431.0,5989.0,93.0,6216.0,88.0,88.0,27733.0,28115.0,27733.0,,66.0,28115.0,0.164,7600.0,12139.0,9500.0
450377,0.11236,0.0,0.0,0.0,0.0,0.820225,2.0,3.0,0.0,67.0,2.0,0.0,26.0,82.0,18.0,0.0,1.0,89.0,0.0,,1345.0,,,19875.0,19875.0,0.0,0.0,13320.0,13320.0,2679.0,3702.0,,3702.0,67.0,67.0,21339.0,21339.0,21339.0,,2.0,21339.0,0.086,5500.0,40023.0,12667.0
450650,,,,,,,1.0,3.0,2.0,19.0,12.0,1.0,62.0,93.0,7.0,,,36.0,22.0,,196.0,,,,,,91.0,,,8552.0,4870.0,,4870.0,90.0,61.0,10192.0,8401.0,10192.0,,9.0,8401.0,0.108,5055.0,6333.0,6333.0
451121,,,,,,,2.0,2.0,1.0,9.0,64.0,1.0,17.0,92.0,8.0,,,58.0,4.0,0.0,111.0,,,,,,100.0,,,6207.0,4038.0,7950.0,7432.0,44.0,38.0,22177.0,25647.0,22177.0,,4.0,25647.0,0.129,7667.0,9500.0,11966.0
451167,,,,,,,0.0,0.0,2.0,32.0,54.0,0.0,11.0,61.0,39.0,,,62.0,3.0,,137.0,,,,,,69.0,,,9689.0,6261.0,,6261.0,82.0,82.0,22737.0,23328.0,22737.0,,12.0,23328.0,0.08,7078.0,9000.0,9500.0
451194,,,,,,,0.0,10.0,0.0,3.0,0.0,0.0,86.0,90.0,10.0,,,72.0,14.0,,29.0,,,,,,,,,5196.0,3906.0,,3906.0,38.0,38.0,11830.0,11096.0,11830.0,,1.0,11096.0,0.035,,,
451307,,,,,,,0.0,10.0,5.0,33.0,14.0,0.0,38.0,95.0,5.0,,,33.0,10.0,,21.0,,,,,,90.0,,,,,,,,,,,,,,,0.209,,,
451404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,,,0.0,34.0,,473.0,76.0,,24123.333333,24123.333333,58.0,65.0,12200.0,12200.0,,9542.0,,14066.0,98.0,98.0,3934.0,3385.0,3934.0,,75.0,3385.0,,,,
451468,,,,,,,0.0,2.0,1.0,12.0,3.0,0.0,50.0,98.0,2.0,,,28.0,14.0,,406.0,,,,,,68.0,,,8628.0,5164.0,,5164.0,45.0,45.0,20691.0,18234.0,20691.0,,26.0,18234.0,0.025,8995.0,9823.0,7917.0
451510,,,,,,,,,,,,,,,,0.0,3.0,,,,607.0,,,,,,,,,,,,,,,,,,,,,0.018,,,
452106,,,,,,,0.0,0.0,0.0,0.0,100.0,0.0,0.0,4.0,96.0,,,14.0,24.0,,72.0,,,9550.0,9550.0,,79.0,3600.0,3600.0,,6314.0,,6314.0,95.0,95.0,2636.0,2605.0,,11.0,,2605.0,,,,
452124,,,,,,,1.0,7.0,3.0,39.0,10.0,0.0,38.0,82.0,18.0,,,63.0,10.0,,479.0,,,27650.0,27650.0,57.0,49.0,15434.0,15434.0,8882.0,4516.0,770.0,4820.0,93.0,83.0,26044.0,26070.0,26044.0,,27.0,26070.0,0.163,8179.0,13000.0,10500.0
452771,,,,,,,0.0,0.0,7.0,33.0,7.0,0.0,40.0,87.0,13.0,,,23.0,0.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,
453163,0.074534,0.0,0.0,0.0,0.0,0.810559,1.0,4.0,0.0,71.0,3.0,0.0,19.0,84.0,16.0,0.0,1.0,89.0,0.0,,3536.0,,,19875.0,19875.0,50.0,50.0,13320.0,13320.0,10655.0,5410.0,,5410.0,75.0,75.0,19631.0,19631.0,19631.0,,6.0,19631.0,0.086,5500.0,40023.0,12667.0
454218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454537,,,,,,,0.0,1.0,1.0,1.0,0.0,0.0,96.0,100.0,0.0,,,14.0,72.0,,76.0,,,,,,73.0,,,5195.0,3403.0,3251.0,3729.0,41.0,38.0,10784.0,9711.0,10784.0,,11.0,9711.0,0.083,10000.0,,12047.0
454759,,,,,,,0.0,0.0,3.0,66.0,22.0,0.0,9.0,16.0,84.0,,,56.0,9.0,,32.0,,,,,,100.0,,,,6345.0,,6345.0,67.0,67.0,25655.0,25655.0,25655.0,,4.0,25655.0,,,,
454786,0.4,0.0,0.0,0.0,0.0,0.4,2.0,2.0,22.0,18.0,26.0,3.0,24.0,42.0,58.0,,,75.0,7.0,,734.0,,,,,77.0,75.0,,,7172.0,3737.0,,3737.0,16.0,15.0,13721.0,13885.0,13721.0,,10.0,13885.0,0.207,11335.0,32937.0,25998.0
454917,,,,,,,0.0,1.0,1.0,11.0,75.0,0.0,5.0,85.0,15.0,,,61.0,20.0,,745.0,,,,,,83.0,,,8562.0,4915.0,,5000.0,85.0,85.0,4011.0,3403.0,4011.0,,24.0,3403.0,0.035,5279.0,6333.0,6333.0
454980,,,,,,,1.0,9.0,8.0,27.0,32.0,0.0,23.0,98.0,2.0,,,42.0,0.0,,118.0,,,,,,100.0,,,12057.0,8204.0,2200.0,9304.0,100.0,100.0,13252.0,13252.0,13252.0,,1.0,13252.0,0.028,7307.0,7307.0,7307.0
